Amount,Location,Type,Hour,Day,Is_New_Location,Is_High_Amount,Class
29.12,Hyderabad,Bank Transfer,7,Tue,0,0,0
146.13,Hyderabad,ATM Withdrawal,12,Fri,0,0,0
23.89,Delhi,UPI,13,Wed,0,0,0
543.58,Delhi,Bank Transfer,14,Wed,0,0,0
40.57,Bangalore,Bank Transfer,16,Wed,0,0,0
58.28,Pune,POS Swipe,14,Tue,0,0,0
104.39,Delhi,ATM Withdrawal,20,Sat,1,0,0
96.63,Mumbai,Bank Transfer,9,Sat,1,0,0
316.62,Other,UPI,0,Wed,0,0,1
121.88,Bangalore,E-Commerce,11,Fri,0,0,0
37.45,Pune,E-Commerce,8,Sat,0,0,0
62.18,Mumbai,ATM Withdrawal,22,Tue,0,0,0
142.31,Hyderabad,E-Commerce,4,Fri,0,0,0
31.91,Delhi,POS Swipe,21,Sun,1,0,0
189.17,Mumbai,POS Swipe,14,Tue,0,0,0
166.83,Pune,UPI,2,Wed,0,0,1
250.84,Bangalore,ATM Withdrawal,18,Sat,0,0,0
555.17,Mumbai,ATM Withdrawal,6,Tue,0,0,0
486.66,Bangalore,E-Commerce,6,Mon,0,0,0
584.03,Hyderabad,Bank Transfer,6,Fri,0,0,0
56.13,Pune,Bank Transfer,1,Mon,1,0,1
28.21,Pune,Bank Transfer,1,Mon,1,0,1
71.99,Delhi,UPI,11,Wed,0,0,0
450.92,Other,ATM Withdrawal,4,Sun,0,0,0
715.49,Pune,E-Commerce,3,Wed,0,0,1
392.26,Mumbai,UPI,6,Mon,0,0,0
23.31,Mumbai,POS Swipe,15,Tue,0,0,0
589.11,Mumbai,POS Swipe,2,Wed,0,0,1
110.11,Hyderabad,POS Swipe,20,Fri,0,0,0
1.87,Pune,ATM Withdrawal,1,Mon,0,0,0
116.82,Pune,POS Swipe,16,Fri,0,0,0
9.43,Mumbai,Bank Transfer,8,Sun,0,0,0
157.0,Delhi,POS Swipe,19,Sat,0,0,0
82.67,Delhi,UPI,7,Sun,0,0,0
128.28,Pune,POS Swipe,11,Fri,1,0,0
189.95,Pune,Bank Transfer,6,Fri,0,0,0
406.21,Bangalore,POS Swipe,13,Mon,0,0,0
216.88,Pune,E-Commerce,15,Thu,0,1,0
113.85,Mumbai,Bank Transfer,0,Sun,0,1,0
342.32,Other,ATM Withdrawal,9,Sat,0,0,0
472.01,Hyderabad,POS Swipe,10,Wed,0,0,0
25.51,Pune,UPI,6,Fri,0,0,0
151.83,Pune,POS Swipe,17,Mon,0,0,0
66.96,Mumbai,UPI,18,Thu,1,0,1
9.64,Bangalore,E-Commerce,13,Mon,0,0,0
220.85,Other,ATM Withdrawal,16,Wed,0,0,0
397.22,Pune,Bank Transfer,22,Sun,0,0,0
35.56,Delhi,Bank Transfer,18,Sun,0,1,0
334.7,Delhi,ATM Withdrawal,21,Mon,1,0,0
384.0,Delhi,E-Commerce,12,Sun,0,0,0
491.47,Hyderabad,E-Commerce,22,Tue,0,0,0
61.65,Hyderabad,POS Swipe,2,Sat,0,0,0
468.58,Other,E-Commerce,1,Tue,0,0,0
77.33,Pune,POS Swipe,8,Sun,1,0,0
160.74,Pune,UPI,6,Fri,0,0,0
10.37,Pune,ATM Withdrawal,13,Mon,0,0,0
8.97,Hyderabad,UPI,4,Mon,0,0,1
254.86,Other,UPI,19,Fri,0,0,0
117.57,Pune,UPI,14,Fri,0,0,0
59.22,Mumbai,UPI,19,Sun,0,0,0
42.25,Bangalore,Bank Transfer,0,Sat,0,0,0
221.7,Delhi,E-Commerce,19,Sun,0,1,0
0.08,Delhi,ATM Withdrawal,6,Thu,0,0,0
327.87,Mumbai,ATM Withdrawal,4,Mon,0,0,0
16.51,Pune,UPI,3,Wed,1,0,1
42.51,Other,ATM Withdrawal,10,Wed,0,0,0
97.63,Other,POS Swipe,18,Wed,0,0,0
132.66,Hyderabad,ATM Withdrawal,5,Fri,0,0,0
87.7,Pune,UPI,19,Fri,0,0,0
77.34,Other,ATM Withdrawal,17,Fri,0,0,0
664.38,Pune,E-Commerce,4,Sun,0,0,1
205.21,Delhi,UPI,19,Wed,0,0,0
4.74,Delhi,Bank Transfer,14,Thu,0,0,0
112.49,Hyderabad,E-Commerce,20,Sat,0,1,0
415.9,Delhi,ATM Withdrawal,19,Tue,1,0,0
71.75,Pune,Bank Transfer,5,Mon,0,0,0
19.87,Mumbai,E-Commerce,3,Tue,0,0,0
284.08,Hyderabad,POS Swipe,16,Mon,0,0,0
186.29,Mumbai,E-Commerce,14,Fri,0,0,0
168.94,Pune,Bank Transfer,17,Wed,0,0,0
11.01,Hyderabad,POS Swipe,5,Tue,0,0,0
30.28,Mumbai,ATM Withdrawal,23,Fri,0,0,0
194.86,Hyderabad,UPI,19,Mon,0,0,0
46.59,Pune,ATM Withdrawal,21,Sat,1,0,0
140.26,Other,UPI,18,Sat,0,0,0
157.44,Hyderabad,UPI,11,Tue,0,0,0
66.68,Other,Bank Transfer,8,Tue,0,0,0
592.94,Pune,POS Swipe,7,Tue,0,0,0
369.62,Hyderabad,POS Swipe,14,Tue,1,1,0
256.3,Hyderabad,E-Commerce,0,Tue,1,0,1
16.24,Other,ATM Withdrawal,1,Fri,1,0,1
22.44,Delhi,Bank Transfer,2,Sun,1,0,1
135.76,Other,ATM Withdrawal,18,Mon,0,0,0
35.04,Other,E-Commerce,9,Mon,0,0,0
765.77,Other,E-Commerce,13,Thu,0,0,0
34.52,Pune,Bank Transfer,18,Sun,0,0,0
133.68,Bangalore,E-Commerce,10,Sun,0,0,0
90.55,Other,Bank Transfer,20,Wed,0,0,0
203.99,Hyderabad,E-Commerce,5,Sat,0,0,0
27.63,Mumbai,POS Swipe,18,Tue,1,0,0
112.53,Delhi,Bank Transfer,13,Sat,0,0,0
64.24,Other,POS Swipe,7,Mon,0,0,0
437.41,Other,POS Swipe,1,Wed,0,0,0
8.29,Delhi,Bank Transfer,21,Wed,0,0,0
490.05,Other,ATM Withdrawal,17,Fri,0,0,0
357.95,Hyderabad,UPI,21,Tue,0,0,0
70.64,Bangalore,E-Commerce,3,Thu,0,0,0
311.46,Other,E-Commerce,2,Wed,0,0,0
6.34,Delhi,ATM Withdrawal,1,Fri,1,0,1
681.44,Other,UPI,23,Tue,0,0,1
149.56,Pune,ATM Withdrawal,3,Mon,0,0,0
72.27,Hyderabad,UPI,17,Thu,0,0,0
90.07,Hyderabad,Bank Transfer,10,Tue,1,0,0
13.74,Bangalore,Bank Transfer,8,Fri,0,0,0
908.43,Pune,POS Swipe,7,Sat,0,0,0
8.02,Pune,POS Swipe,20,Fri,0,0,0
212.79,Bangalore,Bank Transfer,7,Fri,0,0,0
116.94,Mumbai,POS Swipe,4,Fri,0,0,0
594.86,Other,Bank Transfer,12,Fri,0,0,0
56.47,Pune,ATM Withdrawal,6,Thu,0,0,0
151.89,Mumbai,E-Commerce,20,Wed,0,0,0
131.69,Mumbai,Bank Transfer,4,Sun,1,1,1
242.71,Hyderabad,Bank Transfer,12,Wed,0,0,0
14.09,Other,Bank Transfer,19,Sun,0,0,0
43.08,Hyderabad,POS Swipe,15,Mon,0,0,0
48.3,Delhi,POS Swipe,13,Sun,0,0,0
268.0,Hyderabad,POS Swipe,4,Wed,0,0,0
41.93,Pune,POS Swipe,22,Fri,0,0,0
170.42,Pune,ATM Withdrawal,18,Wed,0,0,0
48.48,Other,Bank Transfer,3,Sun,0,1,0
395.56,Mumbai,ATM Withdrawal,23,Sat,0,1,0
570.1,Pune,POS Swipe,21,Sun,0,0,0
146.17,Hyderabad,ATM Withdrawal,23,Sat,0,0,0
86.87,Hyderabad,Bank Transfer,10,Wed,0,1,0
53.33,Other,Bank Transfer,1,Fri,0,0,0
10.21,Hyderabad,POS Swipe,12,Sun,0,0,0
62.53,Bangalore,Bank Transfer,15,Thu,0,0,0
212.4,Other,ATM Withdrawal,8,Fri,0,0,0
152.55,Other,UPI,15,Wed,0,0,0
576.63,Pune,Bank Transfer,6,Wed,0,1,0
100.93,Other,ATM Withdrawal,15,Mon,0,0,0
236.74,Delhi,ATM Withdrawal,12,Fri,0,0,0
134.4,Pune,ATM Withdrawal,4,Mon,0,0,0
143.72,Pune,Bank Transfer,14,Mon,0,0,0
62.33,Bangalore,UPI,6,Tue,0,0,0
121.38,Pune,POS Swipe,17,Sat,0,0,0
127.27,Mumbai,POS Swipe,19,Mon,0,0,0
245.27,Hyderabad,Bank Transfer,22,Sat,0,1,0
564.83,Hyderabad,Bank Transfer,1,Wed,0,0,1
79.89,Other,E-Commerce,7,Sun,0,0,0
8.62,Bangalore,UPI,9,Wed,0,1,0
137.15,Hyderabad,ATM Withdrawal,9,Tue,0,0,0
157.25,Mumbai,ATM Withdrawal,10,Tue,0,0,0
36.89,Bangalore,POS Swipe,20,Sun,0,0,0
285.81,Delhi,Bank Transfer,20,Fri,0,0,0
839.0,Hyderabad,UPI,7,Sun,0,0,1
582.92,Pune,POS Swipe,15,Tue,1,0,1
43.91,Mumbai,UPI,15,Thu,1,0,1
416.47,Mumbai,Bank Transfer,16,Wed,0,0,0
243.81,Hyderabad,ATM Withdrawal,5,Wed,0,1,0
120.97,Other,E-Commerce,17,Sat,1,0,0
155.57,Delhi,UPI,16,Tue,0,0,0
378.89,Pune,ATM Withdrawal,11,Sat,0,0,0
130.84,Delhi,UPI,14,Tue,0,0,0
93.43,Delhi,UPI,6,Wed,0,0,0
135.95,Hyderabad,UPI,13,Tue,0,0,0
173.09,Pune,Bank Transfer,3,Fri,0,0,0
41.92,Hyderabad,POS Swipe,16,Tue,0,0,0
462.34,Hyderabad,UPI,10,Tue,0,0,0
224.29,Other,Bank Transfer,5,Sun,0,0,0
200.63,Mumbai,E-Commerce,9,Fri,0,0,0
20.96,Other,POS Swipe,14,Fri,0,0,0
185.36,Other,Bank Transfer,5,Fri,0,0,0
25.79,Hyderabad,E-Commerce,15,Sat,0,0,0
16.39,Other,POS Swipe,11,Wed,0,0,0
149.86,Other,Bank Transfer,18,Sun,0,0,0
103.1,Bangalore,E-Commerce,15,Tue,0,0,0
177.74,Pune,Bank Transfer,13,Fri,0,0,0
18.69,Mumbai,E-Commerce,5,Fri,0,0,0
112.77,Pune,UPI,8,Wed,0,0,0
38.42,Mumbai,UPI,21,Thu,0,0,0
870.11,Bangalore,POS Swipe,0,Tue,0,0,1
164.72,Hyderabad,E-Commerce,21,Thu,1,0,0
232.59,Mumbai,UPI,7,Thu,0,0,0
78.73,Mumbai,POS Swipe,6,Fri,0,0,0
19.91,Mumbai,ATM Withdrawal,13,Sat,0,0,0
744.87,Bangalore,UPI,7,Wed,0,0,1
67.45,Pune,UPI,10,Tue,0,0,0
110.26,Bangalore,Bank Transfer,23,Tue,0,0,0
209.89,Mumbai,ATM Withdrawal,8,Tue,0,0,0
5.0,Other,E-Commerce,18,Sat,0,0,0
332.42,Mumbai,POS Swipe,6,Thu,0,0,0
153.82,Other,ATM Withdrawal,5,Mon,0,0,0
65.21,Hyderabad,E-Commerce,17,Wed,0,0,0
12.72,Bangalore,UPI,4,Mon,0,0,1
35.47,Other,POS Swipe,18,Thu,0,0,0
450.82,Bangalore,POS Swipe,10,Fri,0,0,0
231.69,Delhi,ATM Withdrawal,4,Mon,0,0,0
57.51,Pune,Bank Transfer,23,Mon,0,0,0
13.57,Delhi,E-Commerce,8,Wed,0,0,0
234.63,Other,ATM Withdrawal,23,Thu,0,0,0
169.92,Delhi,Bank Transfer,7,Wed,0,0,0
103.68,Pune,Bank Transfer,10,Fri,1,1,0
90.39,Other,Bank Transfer,21,Sat,0,0,0
48.88,Hyderabad,POS Swipe,5,Sat,0,0,0
221.5,Hyderabad,E-Commerce,14,Sat,0,0,0
705.82,Pune,E-Commerce,5,Tue,0,0,1
38.65,Pune,ATM Withdrawal,21,Sat,0,0,0
181.82,Other,UPI,10,Sun,1,0,1
110.39,Bangalore,ATM Withdrawal,14,Sat,0,0,0
118.37,Other,E-Commerce,11,Thu,0,0,0
58.65,Bangalore,POS Swipe,8,Sun,0,0,0
348.75,Bangalore,ATM Withdrawal,9,Sat,0,0,0
132.82,Bangalore,UPI,14,Sat,0,0,0
156.79,Other,ATM Withdrawal,16,Fri,0,0,0
72.7,Mumbai,Bank Transfer,15,Fri,0,0,0
40.13,Mumbai,UPI,21,Mon,0,0,0
17.97,Hyderabad,Bank Transfer,7,Sun,0,1,0
250.44,Mumbai,POS Swipe,16,Wed,0,0,0
43.69,Mumbai,E-Commerce,10,Mon,0,0,0
234.29,Bangalore,ATM Withdrawal,10,Mon,0,0,0
98.98,Bangalore,ATM Withdrawal,5,Tue,0,0,0
107.49,Pune,Bank Transfer,21,Wed,0,0,0
126.67,Bangalore,Bank Transfer,1,Tue,1,0,1
91.68,Other,E-Commerce,0,Sat,0,0,0
21.21,Pune,ATM Withdrawal,19,Fri,0,0,0
74.11,Pune,E-Commerce,5,Sat,0,1,0
217.97,Mumbai,Bank Transfer,4,Tue,0,0,0
219.19,Bangalore,Bank Transfer,22,Fri,1,0,1
67.44,Mumbai,UPI,21,Mon,0,0,0
123.28,Bangalore,Bank Transfer,21,Sat,0,0,0
43.0,Mumbai,Bank Transfer,8,Tue,0,0,0
47.24,Mumbai,E-Commerce,4,Sat,0,0,0
4.66,Mumbai,UPI,17,Wed,0,0,0
454.11,Other,UPI,23,Tue,0,0,1
47.32,Hyderabad,ATM Withdrawal,18,Fri,0,1,0
51.63,Mumbai,POS Swipe,14,Thu,1,0,0
65.59,Delhi,ATM Withdrawal,14,Sat,0,1,0
27.26,Delhi,ATM Withdrawal,8,Sun,0,1,0
203.92,Delhi,ATM Withdrawal,13,Sat,0,0,0
15.62,Other,UPI,4,Sun,0,0,1
28.82,Pune,E-Commerce,16,Wed,1,0,0
206.99,Mumbai,Bank Transfer,14,Fri,0,0,0
83.0,Delhi,UPI,19,Sat,0,0,0
246.16,Other,Bank Transfer,16,Sun,0,0,0
163.03,Pune,Bank Transfer,23,Thu,0,0,0
59.15,Delhi,POS Swipe,23,Sat,0,0,0
210.44,Bangalore,ATM Withdrawal,8,Wed,0,0,0
24.72,Hyderabad,POS Swipe,12,Thu,1,0,0
153.75,Mumbai,ATM Withdrawal,21,Mon,0,0,0
114.95,Hyderabad,UPI,12,Mon,0,0,0
62.36,Hyderabad,Bank Transfer,4,Sat,1,0,1
185.27,Bangalore,POS Swipe,13,Tue,1,0,0
410.11,Bangalore,UPI,6,Tue,0,0,0
1363.35,Bangalore,UPI,4,Tue,0,0,1
187.18,Pune,ATM Withdrawal,11,Tue,0,0,0
103.74,Delhi,Bank Transfer,2,Sun,1,0,1
51.03,Mumbai,ATM Withdrawal,8,Sat,0,0,0
59.44,Bangalore,ATM Withdrawal,9,Thu,0,0,0
130.58,Other,UPI,0,Wed,0,0,1
91.54,Mumbai,ATM Withdrawal,13,Wed,1,0,0
490.25,Mumbai,E-Commerce,0,Sun,0,0,0
91.87,Mumbai,Bank Transfer,9,Tue,0,0,0
93.5,Bangalore,ATM Withdrawal,10,Mon,0,0,0
96.75,Bangalore,ATM Withdrawal,19,Fri,0,1,0
362.34,Delhi,POS Swipe,1,Tue,0,0,0
210.42,Bangalore,Bank Transfer,22,Tue,0,0,0
190.47,Bangalore,Bank Transfer,1,Sat,0,0,0
81.34,Mumbai,ATM Withdrawal,22,Sun,0,0,0
340.64,Delhi,E-Commerce,23,Mon,1,0,1
7.82,Hyderabad,POS Swipe,10,Fri,1,0,0
409.27,Bangalore,E-Commerce,7,Thu,0,0,0
143.8,Other,ATM Withdrawal,2,Thu,0,0,0
101.58,Bangalore,Bank Transfer,8,Fri,0,0,0
137.5,Hyderabad,Bank Transfer,15,Fri,0,0,0
220.17,Mumbai,E-Commerce,15,Sun,0,0,0
2.57,Delhi,UPI,9,Thu,0,1,0
410.45,Mumbai,ATM Withdrawal,5,Tue,0,0,0
118.39,Pune,Bank Transfer,19,Sun,0,0,0
84.0,Bangalore,UPI,23,Tue,0,0,1
29.76,Other,Bank Transfer,19,Sat,0,0,0
115.77,Pune,Bank Transfer,19,Mon,0,0,0
137.16,Bangalore,UPI,10,Fri,0,0,0
103.38,Pune,E-Commerce,7,Tue,0,0,0
227.05,Hyderabad,ATM Withdrawal,19,Tue,0,0,0
109.25,Bangalore,UPI,0,Mon,0,0,1
650.99,Other,UPI,5,Fri,0,0,1
182.9,Bangalore,Bank Transfer,7,Mon,0,0,0
329.51,Pune,UPI,13,Mon,0,0,0
23.16,Delhi,ATM Withdrawal,2,Thu,0,0,0
101.26,Pune,E-Commerce,1,Mon,0,0,0
82.15,Bangalore,E-Commerce,21,Sun,0,0,0
168.55,Bangalore,E-Commerce,0,Sun,0,0,0
394.82,Delhi,ATM Withdrawal,10,Sun,0,0,0
16.32,Mumbai,Bank Transfer,20,Fri,0,1,0
15.07,Delhi,ATM Withdrawal,5,Tue,0,0,0
379.85,Mumbai,UPI,7,Tue,0,0,0
47.87,Other,POS Swipe,6,Thu,1,0,0
220.98,Bangalore,POS Swipe,5,Fri,1,0,1
156.56,Hyderabad,POS Swipe,17,Sun,1,0,0
357.82,Hyderabad,E-Commerce,11,Tue,0,0,0
26.73,Pune,ATM Withdrawal,7,Mon,0,0,0
27.8,Delhi,ATM Withdrawal,23,Sun,0,0,0
162.76,Delhi,E-Commerce,20,Sun,0,0,0
585.16,Hyderabad,UPI,18,Wed,0,0,1
107.23,Mumbai,POS Swipe,23,Sun,0,0,0
79.18,Delhi,POS Swipe,4,Wed,0,1,0
186.63,Mumbai,E-Commerce,18,Sun,1,0,0
533.14,Mumbai,POS Swipe,8,Sun,1,0,1
362.71,Mumbai,Bank Transfer,11,Sun,0,0,0
1080.01,Mumbai,ATM Withdrawal,14,Wed,0,0,0
4.57,Pune,POS Swipe,22,Wed,0,0,0
23.95,Pune,POS Swipe,12,Mon,0,0,0
188.05,Hyderabad,Bank Transfer,23,Tue,1,0,1
343.6,Pune,UPI,12,Thu,1,0,1
67.16,Other,UPI,20,Mon,0,0,0
54.68,Delhi,Bank Transfer,20,Tue,0,0,0
309.27,Other,UPI,4,Fri,0,1,1
11.61,Pune,E-Commerce,1,Tue,1,0,1
92.21,Delhi,Bank Transfer,18,Tue,1,0,0
140.97,Delhi,ATM Withdrawal,7,Tue,0,0,0
164.35,Mumbai,ATM Withdrawal,13,Mon,0,1,0
260.84,Hyderabad,ATM Withdrawal,5,Tue,0,0,0
87.65,Mumbai,POS Swipe,6,Sun,0,1,0
189.7,Mumbai,Bank Transfer,13,Tue,0,0,0
176.08,Other,Bank Transfer,5,Fri,0,0,0
158.64,Pune,UPI,15,Fri,0,0,0
204.6,Other,Bank Transfer,3,Wed,0,0,0
60.07,Pune,Bank Transfer,6,Sat,1,0,0
17.69,Other,UPI,15,Mon,0,0,0
25.4,Delhi,Bank Transfer,3,Tue,0,0,0
50.87,Pune,Bank Transfer,6,Wed,0,0,0
138.71,Pune,E-Commerce,20,Wed,0,0,0
367.07,Other,UPI,1,Mon,0,0,1
241.66,Bangalore,E-Commerce,22,Sat,0,0,0
311.22,Delhi,POS Swipe,7,Wed,0,0,0
86.46,Delhi,UPI,9,Wed,0,0,0
103.72,Bangalore,Bank Transfer,1,Mon,0,0,0
100.07,Other,Bank Transfer,5,Thu,0,0,0
42.61,Other,E-Commerce,3,Wed,0,0,0
12.63,Delhi,E-Commerce,20,Fri,0,0,0
178.77,Other,POS Swipe,0,Sun,0,0,0
905.95,Hyderabad,POS Swipe,5,Wed,0,0,1
36.5,Hyderabad,Bank Transfer,11,Mon,0,0,0
9.56,Bangalore,ATM Withdrawal,13,Mon,1,0,0
302.4,Pune,POS Swipe,14,Sat,0,0,0
58.23,Hyderabad,Bank Transfer,23,Sun,0,1,0
353.97,Other,POS Swipe,17,Thu,0,0,0
243.44,Bangalore,UPI,16,Thu,0,0,0
582.55,Hyderabad,E-Commerce,8,Sat,0,0,0
105.16,Mumbai,Bank Transfer,14,Sat,0,0,0
216.92,Bangalore,POS Swipe,17,Fri,0,0,0
125.04,Delhi,E-Commerce,23,Sun,0,0,0
199.17,Hyderabad,ATM Withdrawal,20,Fri,0,0,0
119.42,Delhi,POS Swipe,17,Wed,0,1,0
41.81,Bangalore,Bank Transfer,4,Thu,1,0,1
141.81,Hyderabad,UPI,15,Fri,0,1,0
150.4,Delhi,E-Commerce,8,Wed,0,0,0
332.78,Pune,E-Commerce,21,Tue,0,0,0
266.0,Pune,UPI,2,Wed,0,0,1
218.0,Mumbai,Bank Transfer,11,Sun,1,0,0
24.07,Other,ATM Withdrawal,23,Fri,0,0,0
255.03,Bangalore,UPI,13,Sun,0,0,0
138.75,Other,ATM Withdrawal,0,Wed,0,0,0
449.05,Other,Bank Transfer,8,Sun,0,0,0
504.82,Delhi,POS Swipe,8,Sun,0,0,0
11.35,Mumbai,POS Swipe,19,Tue,0,0,0
343.67,Bangalore,Bank Transfer,12,Fri,0,1,0
7.69,Pune,ATM Withdrawal,7,Wed,0,0,0
91.51,Other,UPI,10,Fri,0,0,0
156.31,Delhi,Bank Transfer,13,Sat,1,1,0
32.06,Other,Bank Transfer,15,Sat,1,0,0
274.33,Hyderabad,POS Swipe,10,Wed,0,0,0
1.68,Pune,UPI,18,Mon,0,0,0
36.93,Other,POS Swipe,21,Fri,1,1,0
173.88,Hyderabad,ATM Withdrawal,9,Fri,0,0,0
250.62,Hyderabad,ATM Withdrawal,7,Sat,0,0,0
496.92,Delhi,E-Commerce,10,Sat,0,0,0
244.49,Delhi,Bank Transfer,7,Sun,0,0,0
222.81,Hyderabad,UPI,19,Fri,1,0,1
100.29,Mumbai,UPI,9,Fri,0,0,0
0.26,Other,POS Swipe,16,Sat,0,0,0
25.6,Hyderabad,POS Swipe,22,Wed,0,0,0
152.95,Hyderabad,UPI,10,Thu,0,0,0
224.87,Delhi,POS Swipe,11,Sun,0,0,0
108.07,Other,E-Commerce,9,Wed,0,0,0
262.37,Bangalore,Bank Transfer,19,Tue,0,0,0
147.57,Pune,E-Commerce,16,Mon,1,0,0
15.41,Delhi,ATM Withdrawal,2,Wed,0,0,0
42.64,Other,UPI,6,Wed,0,0,0
366.51,Other,E-Commerce,2,Fri,0,0,0
258.13,Mumbai,E-Commerce,16,Sun,0,0,0
450.31,Pune,POS Swipe,22,Tue,0,0,0
25.01,Delhi,POS Swipe,7,Sun,0,0,0
925.53,Delhi,POS Swipe,20,Fri,1,0,1
46.99,Bangalore,ATM Withdrawal,21,Sat,0,0,0
2.37,Mumbai,E-Commerce,18,Sun,0,0,0
1192.22,Mumbai,Bank Transfer,13,Fri,0,0,0
66.0,Other,POS Swipe,4,Thu,0,0,0
220.54,Other,ATM Withdrawal,18,Mon,0,0,0
38.88,Delhi,ATM Withdrawal,12,Thu,0,0,0
173.61,Bangalore,POS Swipe,17,Fri,0,0,0
468.75,Delhi,UPI,22,Mon,0,0,1
77.19,Hyderabad,E-Commerce,10,Wed,0,0,0
221.89,Other,POS Swipe,22,Sun,0,0,0
41.63,Hyderabad,Bank Transfer,11,Tue,0,0,0
196.06,Bangalore,E-Commerce,7,Thu,0,0,0
82.03,Delhi,ATM Withdrawal,11,Tue,1,0,0
47.45,Other,Bank Transfer,0,Fri,0,0,0
75.14,Bangalore,E-Commerce,17,Mon,0,0,0
39.41,Delhi,Bank Transfer,1,Sat,0,0,0
464.39,Delhi,ATM Withdrawal,11,Sun,0,0,0
101.23,Hyderabad,POS Swipe,18,Sun,0,0,0
56.28,Pune,Bank Transfer,22,Wed,0,1,0
118.99,Mumbai,POS Swipe,6,Mon,1,0,0
77.29,Other,ATM Withdrawal,6,Sat,0,0,0
272.84,Mumbai,ATM Withdrawal,0,Tue,0,0,0
709.61,Bangalore,Bank Transfer,17,Tue,0,1,0
115.26,Mumbai,Bank Transfer,7,Wed,0,0,0
394.7,Hyderabad,ATM Withdrawal,9,Sat,0,0,0
166.88,Pune,Bank Transfer,22,Sat,0,0,0
34.21,Other,Bank Transfer,0,Wed,0,0,0
234.64,Delhi,Bank Transfer,14,Mon,0,0,0
144.08,Delhi,Bank Transfer,14,Thu,0,0,0
210.31,Hyderabad,E-Commerce,3,Mon,0,0,0
440.89,Other,ATM Withdrawal,9,Sun,0,0,0
116.12,Mumbai,ATM Withdrawal,7,Tue,0,0,0
462.89,Delhi,UPI,13,Mon,0,0,0
277.79,Mumbai,POS Swipe,12,Fri,0,0,0
134.12,Hyderabad,UPI,20,Mon,0,0,0
184.88,Delhi,Bank Transfer,16,Sun,0,0,0
78.78,Bangalore,Bank Transfer,6,Mon,1,0,0
822.06,Pune,E-Commerce,5,Sat,0,1,1
220.13,Mumbai,E-Commerce,8,Sun,0,0,0
8.97,Other,E-Commerce,19,Sun,0,0,0
79.09,Mumbai,E-Commerce,19,Fri,0,0,0
195.27,Mumbai,E-Commerce,7,Tue,1,0,0
11.6,Mumbai,E-Commerce,13,Wed,1,1,0
4.83,Hyderabad,E-Commerce,19,Mon,0,0,0
119.58,Hyderabad,E-Commerce,2,Thu,1,0,1
80.9,Other,E-Commerce,22,Sat,0,0,0
115.36,Hyderabad,ATM Withdrawal,12,Sat,1,0,0
60.95,Other,E-Commerce,20,Wed,0,1,0
36.0,Other,POS Swipe,8,Thu,0,0,0
233.68,Hyderabad,E-Commerce,20,Mon,1,1,0
144.54,Delhi,Bank Transfer,8,Thu,0,0,0
44.67,Hyderabad,Bank Transfer,21,Sat,0,1,0
77.01,Delhi,E-Commerce,21,Wed,0,0,0
179.2,Bangalore,E-Commerce,10,Thu,1,0,0
14.99,Hyderabad,Bank Transfer,5,Thu,0,0,0
31.91,Bangalore,POS Swipe,22,Wed,0,0,0
15.21,Hyderabad,UPI,11,Sun,0,0,0
334.6,Bangalore,ATM Withdrawal,3,Wed,0,0,0
279.2,Pune,Bank Transfer,3,Wed,0,1,0
279.93,Bangalore,E-Commerce,22,Sat,0,0,0
251.99,Delhi,ATM Withdrawal,21,Wed,0,0,0
221.36,Mumbai,E-Commerce,16,Fri,0,0,0
129.63,Other,UPI,6,Mon,0,0,0
205.6,Bangalore,UPI,5,Sat,0,0,1
7.82,Mumbai,Bank Transfer,19,Sun,0,0,0
194.29,Pune,ATM Withdrawal,7,Wed,0,0,0
300.91,Pune,ATM Withdrawal,6,Tue,0,0,0
138.77,Delhi,UPI,7,Thu,0,0,0
88.48,Delhi,E-Commerce,8,Wed,0,0,0
64.99,Bangalore,Bank Transfer,0,Wed,0,0,0
205.89,Hyderabad,POS Swipe,2,Mon,1,0,1
236.05,Pune,UPI,17,Wed,0,0,0
409.54,Mumbai,UPI,18,Sat,0,0,0
83.81,Hyderabad,Bank Transfer,10,Fri,1,0,0
293.74,Pune,E-Commerce,15,Tue,1,0,0
164.81,Bangalore,ATM Withdrawal,17,Tue,0,0,0
428.84,Pune,UPI,5,Sun,0,0,1
150.08,Delhi,Bank Transfer,1,Wed,0,0,0
145.81,Mumbai,Bank Transfer,3,Mon,0,0,0
172.49,Mumbai,Bank Transfer,4,Sat,0,0,0
276.71,Delhi,ATM Withdrawal,20,Sat,0,0,0
668.72,Hyderabad,UPI,13,Wed,0,0,1
15.28,Delhi,Bank Transfer,0,Thu,0,0,0
10.98,Mumbai,ATM Withdrawal,21,Sat,0,0,0
554.68,Bangalore,E-Commerce,13,Sat,1,0,1
150.95,Hyderabad,POS Swipe,20,Sat,1,1,0
190.85,Other,UPI,12,Tue,0,0,0
131.72,Pune,ATM Withdrawal,21,Sat,0,0,0
19.67,Other,POS Swipe,15,Thu,0,0,0
292.28,Bangalore,POS Swipe,3,Fri,0,0,0
275.05,Other,ATM Withdrawal,5,Tue,0,0,0
74.71,Hyderabad,ATM Withdrawal,8,Tue,0,0,0
73.13,Mumbai,ATM Withdrawal,0,Fri,0,0,0
363.84,Mumbai,Bank Transfer,21,Thu,0,0,0
15.02,Bangalore,E-Commerce,16,Wed,0,0,0
